n_lags,aid_type,variable,coef,std_err,p_value,ci_lower,ci_upper,sig
9,Military,q_4,-63.18184034841229,54.059560544060204,0.2427729326239607,-169.13857901477027,42.774898317945706,
9,Financial,infra_lag1,-1.5499753722463603,1.5468317882454252,0.3165599716789218,-4.581765677207393,1.481814932714673,
9,Financial,infra_lag2,1.9060483613218804,1.5583453569125638,0.22155891535011762,-1.1483085382267448,4.960405260870505,
9,Financial,infra_lag3,-1.565080387828911,1.5389534699333354,0.3093997294924611,-4.581429188898248,1.4512684132404263,
9,Financial,infra_lag4,1.7623968225691116,1.6208976288600903,0.27715637566891216,-1.414562529996665,4.939356175134888,
9,Financial,infra_lag5,-1.7751045346934404,1.5081358033124255,0.23945592901787638,-4.731050709185794,1.1808416397989134,
9,Financial,infra_lag6,0.8526005153122349,0.5853801930896138,0.14555753987229414,-0.2947446631434081,1.999945693767878,
9,Financial,infra_lag7,-0.6255870138047605,0.5240833138377176,0.23287463915416762,-1.6527903089266869,0.40161628131716587,
9,Financial,infra_lag8,0.3277625027007136,0.34323332131147005,0.33983584421009927,-0.3449748070697677,1.0004998124711948,
9,Financial,infra_lag9,-0.06986544265151723,0.12980663127235242,0.5905349097393402,-0.32428643994532796,0.1845555546422935,
9,Financial,battle_lag1,0.13717042781732178,0.12452403173869767,0.2709075800523968,-0.10689667439052564,0.3812375300251692,
9,Financial,battle_lag2,0.03641278807544037,0.02001201164714564,0.06911410645582095,-0.002810754752965078,0.07563633090384582,*
9,Financial,battle_lag3,0.0644816170227402,0.07108946778666801,0.3645900934031865,-0.07485373983912909,0.2038169738846095,
9,Financial,battle_lag4,-0.17591888730484503,0.15201008360364052,0.24742067038163396,-0.4738586511679804,0.12202087655829039,
9,Financial,battle_lag5,-0.08082737806840397,0.11963232165675193,0.4994240452937948,-0.31530672851563774,0.15365197237882983,
9,Financial,battle_lag6,-0.07957927037250842,0.08207428566353836,0.33247000842487884,-0.2404448702730436,0.08128632952802675,
9,Financial,battle_lag7,-0.05704792471932008,0.07680443160518204,0.45778868616640955,-0.20758461066547687,0.09348876122683672,
9,Financial,battle_lag8,0.01015764800240078,0.058881427249938806,0.8630698310152491,-0.10524994940747928,0.12556524541228084,
9,Financial,battle_lag9,0.06621854879175111,0.058928249931334796,0.2613920935255365,-0.04928082107366509,0.1817179186571673,
9,Financial,q_2,-62.97202237309934,69.34854901157463,0.36406060907077187,-198.89517843578562,72.95113368958692,
9,Financial,q_3,-198.07793698606667,201.92010743409665,0.32683368459335194,-593.8413475568962,197.68547358476275,
9,Financial,q_4,-33.35707258144926,52.97057082712295,0.5290099557464418,-137.17939140261024,70.46524623971172,
9,Humanitarian,infra_lag1,0.06973922010338607,0.07748111260322092,0.3682849072232086,-0.08212376059892693,0.22160220080569906,
9,Humanitarian,infra_lag2,0.3360670465505668,0.15579241393165114,0.031221703623423913,0.0307139152445306,0.641420177856603,**
9,Humanitarian,infra_lag3,0.001718437011114358,0.06008514168014441,0.9771890468746394,-0.11604844068196868,0.1194853147041974,
9,Humanitarian,infra_lag4,-0.009522273800007974,0.07586903939940552,0.900144464515068,-0.15822559102284278,0.13918104342282683,
9,Humanitarian,infra_lag5,0.12919659891908022,0.13772079875098897,0.34840710718779677,-0.14073616663285818,0.39912936447101866,
9,Humanitarian,infra_lag6,0.0038807697195321848,0.1379840199833008,0.9775680030928884,-0.2665679094477374,0.2743294488868017,
9,Humanitarian,infra_lag7,-0.1271901173535178,0.07143752150200801,0.0752946867353963,-0.2672076594974535,0.012827424790417902,*
9,Humanitarian,infra_lag8,-0.04447531031673608,0.10086457343206295,0.6593470283360068,-0.24216987424357947,0.15321925361010733,
9,Humanitarian,infra_lag9,0.10395566355474645,0.10141746384420139,0.30558754584160797,-0.09482256557988827,0.30273389268938117,
9,Humanitarian,battle_lag1,0.01024522922064165,0.00460453342868878,0.026292028703874815,0.0012203437004116423,0.01927011474087166,**
9,Humanitarian,battle_lag2,0.013238163428577867,0.005112008906002655,0.009741792567508956,0.003218625972812663,0.02325770088434307,***
9,Humanitarian,battle_lag3,-0.012105181254878323,0.006096450152706992,0.04733749809379728,-0.024054223554184025,-0.0001561389555726194,**
9,Humanitarian,battle_lag4,-0.006647463931082345,0.0062751817553718114,0.2896960718863426,-0.018946820171611096,0.0056518923094464055,
9,Humanitarian,battle_lag5,-0.003640886796033262,0.007322973535354932,0.6191618175845766,-0.017993914925328928,0.010712141333262405,
9,Humanitarian,battle_lag6,0.0064874306421024855,0.005825624056457451,0.26570574504582645,-0.00493079250855412,0.01790565379275909,
9,Humanitarian,battle_lag7,0.019598068965212535,0.011674030378558886,0.09349488807979411,-0.00328303057676288,0.04247916850718795,*
9,Humanitarian,battle_lag8,0.021888415887670404,0.011274748663492947,0.052482425864160076,-0.0002100914927757741,0.04398692326811658,*
9,Humanitarian,battle_lag9,0.004570911260735843,0.005800451753343724,0.4308597587553349,-0.006797974175817855,0.01593979669728954,
9,Humanitarian,q_2,16.692456068276602,8.56451091545293,0.051559583390742514,-0.09398532601113985,33.47889746256435,*
9,Humanitarian,q_3,9.623330575276022,7.883469441655771,0.22247597919562057,-5.82826953036929,25.074930680921334,
9,Humanitarian,q_4,16.772880369651805,10.656756938742062,0.11580868662784227,-4.114363230282635,37.660123969586245,
