donor_group,aid_type,n_donors,variable,coef,std_err,p_value,ci_lower,ci_upper,sig
frontline_adjacent,Humanitarian,6,month_12,13.08765659915955,12.306738038193929,0.28927358203309983,-11.033549955700552,37.20886315401965,
major_western,Military,4,infra_lag1,-7.713882280082874,4.186172734103627,0.06855789758664166,-15.918780838925983,0.49101627876023457,*
major_western,Military,4,infra_lag2,12.74222743451534,6.079658356275113,0.038809260569241166,0.8260970562161205,24.65835781281456,**
major_western,Military,4,infra_lag3,-13.953938568958385,9.198706880257559,0.13267235825219226,-31.9834040542632,4.07552691634643,
major_western,Military,4,infra_lag4,15.238247961308899,11.91811637613861,0.20422706169827598,-8.121260135922777,38.597756058540575,
major_western,Military,4,infra_lag5,1.75571878843935,5.042768072006437,0.728502624845913,-8.128106632693267,11.639544209571966,
major_western,Military,4,infra_lag6,-6.7105992130531895,7.990322774187301,0.40315149391936256,-22.371631850460297,8.95043342435392,
major_western,Military,4,battle_lag1,-0.2686360153949685,0.17718132244621862,0.13286956091031743,-0.6159114073895571,0.07863937659962,
major_western,Military,4,battle_lag2,-0.2556822440596574,0.2943613923351672,0.38730209471202937,-0.832630573036585,0.3212660849172703,
major_western,Military,4,battle_lag3,0.4317479013279295,0.18693918446754443,0.023125663905472216,0.06534709977154246,0.7981487028843166,**
major_western,Military,4,battle_lag4,-0.6700860582896787,0.33615964343266697,0.04915242589123214,-1.3289589594177058,-0.011213157161651499,**
major_western,Military,4,battle_lag5,0.4727615898447526,0.16064665826493776,0.004105502391481108,0.15789413964547455,0.7876290400440307,***
major_western,Military,4,battle_lag6,-1.110130512095555,0.627928372155303,0.08035295307773538,-2.3408701215199486,0.12060909732883895,*
major_western,Military,4,month_2,-721.7096410683519,557.258666297299,0.19848915697305625,-1813.936627011058,370.5173448743542,
major_western,Military,4,month_3,-1909.6839068745721,1141.5545890005553,0.09771177202393866,-4147.130901315661,327.76308756651633,*
major_western,Military,4,month_4,799.0919497378536,902.6698362437736,0.37830289766351477,-970.1409292999426,2568.3248287756496,
major_western,Military,4,month_5,-802.7301507379261,559.7111663501588,0.15487303784317663,-1899.7640367842373,294.30373530838506,
major_western,Military,4,month_6,-886.4519659568815,412.84348746418937,0.03437924438117235,-1695.6252013866927,-77.27873052707037,**
major_western,Military,4,month_7,-436.94328568863443,210.51263956873623,0.040690075476566,-849.5480592433574,-24.338512133911422,**
major_western,Military,4,month_8,-455.25912424784633,165.0076202713285,0.0069815957045347155,-778.6740599796501,-131.8441885160425,***
major_western,Military,4,month_9,-1022.5775614020517,446.2674306038245,0.024197857702662917,-1897.2617253855478,-147.89339741855576,**
major_western,Military,4,month_10,-1535.9204323722302,780.6471642852011,0.052105462166593286,-3065.9888743712245,-5.851990373236049,*
major_western,Military,4,month_11,9.66283171632158,342.9058896414939,0.9775795664795455,-662.4327119810065,681.7583754136496,
major_western,Military,4,month_12,-1299.8205712402294,491.00991307616675,0.009531676011822476,-2262.2000008695163,-337.4411416109425,***
major_western,Financial,4,infra_lag1,-32.49635587498382,33.697511258949866,0.3373690203292732,-98.54347794252556,33.550766192557916,
major_western,Financial,4,infra_lag2,45.881612247962224,46.043262845530975,0.3215982514468889,-44.36318292927848,136.12640742520293,
major_western,Financial,4,infra_lag3,-34.092820978814686,35.91916388452799,0.34500225679306373,-104.49438219248954,36.30874023486017,
major_western,Financial,4,infra_lag4,23.538795107235487,23.892639718496447,0.32708683109578973,-23.290778741017547,70.36836895548852,
major_western,Financial,4,infra_lag5,-12.986176153782727,11.287127879353134,0.2528754980101815,-35.10894679731487,9.136594489749415,
major_western,Financial,4,infra_lag6,-0.8881956130335271,1.5244282016513437,0.5615444791709732,-3.876074888270161,2.0996836622031068,
major_western,Financial,4,battle_lag1,1.405837093416808,1.3685293210873666,0.3069619246151518,-1.2764803759144305,4.088154562748047,
major_western,Financial,4,battle_lag2,-0.2653775853397946,0.22315130620137982,0.23737780391983443,-0.702754145494499,0.17199897481490983,
