donor,year_month,aid_type_general,aid_eur_m,aid_type_specific,donor_group,frontline_flag,reluctant_flag,year,month_num,t,post_2022,winter,infrastructure_attacks,Energy,Medical/Edu,Water,Battle Counts,Remote Attack,Deaths,Total Events,battlefield_events,infra_spike,infra_lag1,battle_lag1,infra_lag2,battle_lag2,infra_lag3,battle_lag3,infra_lag4,battle_lag4,infra_lag5,battle_lag5,infra_lag6,battle_lag6
Poland,2022-06,Military,0.0,,frontline_adjacent,1,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Portugal,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Portugal,2022-06,Humanitarian,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Portugal,2022-06,Military,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Romania,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Romania,2022-06,Humanitarian,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Romania,2022-06,Military,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Slovakia,2022-06,Financial,0.0,,reluctant,0,1,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Slovakia,2022-06,Humanitarian,0.0,,reluctant,0,1,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Slovakia,2022-06,Military,72.16667813876654,Weapons,reluctant,0,1,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Slovenia,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Slovenia,2022-06,Humanitarian,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Slovenia,2022-06,Military,23.487268685641528,Weapons,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
South Korea,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
South Korea,2022-06,Humanitarian,48.45814977973569,Assistance | Contribution,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
South Korea,2022-06,Military,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Spain,2022-06,Financial,0.0,,reluctant,0,1,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Spain,2022-06,Humanitarian,0.0,,reluctant,0,1,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Spain,2022-06,Military,154.00435441777054,Equipment | Weapons,reluctant,0,1,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Sweden,2022-06,Financial,0.0,,other_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Sweden,2022-06,Humanitarian,9.4335011067212,Equipment,other_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Sweden,2022-06,Military,84.90150996049078,Assistance | Funding for Weapon Acquisition Program | Weapons and equipment,other_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Switzerland,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Switzerland,2022-06,Humanitarian,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Switzerland,2022-06,Military,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Taiwan,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Taiwan,2022-06,Humanitarian,0.4732241189427314,Assistance,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Taiwan,2022-06,Military,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Turkiye,2022-06,Financial,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Turkiye,2022-06,Humanitarian,0.0,Equipment,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Turkiye,2022-06,Military,0.0,,other,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
United Kingdom,2022-06,Financial,0.0,,major_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
United Kingdom,2022-06,Humanitarian,11.660571367997033,Assistance,major_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
United Kingdom,2022-06,Military,129.29270345830065,Weapons and equipment,major_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
United States,2022-06,Financial,1230.3827092511017,Grant,major_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
United States,2022-06,Humanitarian,213.38184901569392,Assistance,major_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
United States,2022-06,Military,3194.262802863437,Funding for Weapon Acquisition Program | Weapons and Equipment,major_western,0,0,2022,6,5,0,0,76.0,7.0,3.0,66.0,606.0,993.0,2304.0,1667.0,1599.0,0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,,,
Australia,2022-07,Financial,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Australia,2022-07,Humanitarian,0.5384857012814678,Equipment,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Australia,2022-07,Military,72.83019109831852,Assistance | Equipment | Funding for Weapon Acquisition Program | Weapons,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Austria,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Austria,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Austria,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Belgium,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Belgium,2022-07,Humanitarian,0.8,Equipment,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Belgium,2022-07,Military,10.639008,Equipment | Weapons,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Bulgaria,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Bulgaria,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Bulgaria,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Canada,2022-07,Financial,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Canada,2022-07,Humanitarian,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Canada,2022-07,Military,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
China,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
China,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
China,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Croatia,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Croatia,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Croatia,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Cyprus,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Cyprus,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Cyprus,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Czechia,2022-07,Financial,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Czechia,2022-07,Humanitarian,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Czechia,2022-07,Military,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Denmark,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Denmark,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Denmark,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Estonia,2022-07,Financial,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Estonia,2022-07,Humanitarian,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Estonia,2022-07,Military,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Finland,2022-07,Financial,6.0,Grant,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Finland,2022-07,Humanitarian,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Finland,2022-07,Military,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
France,2022-07,Financial,0.0,,major_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
France,2022-07,Humanitarian,0.0,Equipment,major_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
France,2022-07,Military,0.0,,major_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Germany,2022-07,Financial,0.0,,major_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Germany,2022-07,Humanitarian,406.0,Assistance | Consolidation | Contribution,major_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Germany,2022-07,Military,203.7373274385932,Weapons and equipment,major_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Greece,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Greece,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Greece,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Hungary,2022-07,Financial,0.0,,reluctant,0,1,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Hungary,2022-07,Humanitarian,0.0,,reluctant,0,1,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Hungary,2022-07,Military,0.0,,reluctant,0,1,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Iceland,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Iceland,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Iceland,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
India,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
India,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
India,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Ireland,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Ireland,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Ireland,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Italy,2022-07,Financial,0.0,,reluctant,0,1,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Italy,2022-07,Humanitarian,0.0,,reluctant,0,1,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Italy,2022-07,Military,0.0,Weapons,reluctant,0,1,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Japan,2022-07,Financial,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Japan,2022-07,Humanitarian,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Japan,2022-07,Military,0.0,,other_western,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Latvia,2022-07,Financial,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Latvia,2022-07,Humanitarian,1.765,Assistance | Equipment,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Latvia,2022-07,Military,30.0,Weapons and equipment,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Lithuania,2022-07,Financial,0.0,,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Lithuania,2022-07,Humanitarian,10.0,Assistance,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Lithuania,2022-07,Military,6.11220850809866,Equipment | Weapons,frontline_adjacent,1,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Luxembourg,2022-07,Financial,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Luxembourg,2022-07,Humanitarian,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
Luxembourg,2022-07,Military,0.0,,other,0,0,2022,7,6,0,0,76.0,8.0,2.0,68.0,407.0,1106.0,2367.0,1584.0,1513.0,0,76.0,1599.0,97.0,1748.0,75.0,1065.0,94.0,992.0,98.0,1506.0,,
