donor,year_month,aid_type_general,aid_eur_m,aid_type_specific,donor_group,frontline_flag,reluctant_flag,year,month_num,t,post_2022,winter,infrastructure_attacks,Energy,Medical/Edu,Water,Battle Counts,Remote Attack,Deaths,Total Events,battlefield_events,infra_spike,infra_lag1,battle_lag1,infra_lag2,battle_lag2,infra_lag3,battle_lag3,infra_lag4,battle_lag4,infra_lag5,battle_lag5,infra_lag6,battle_lag6
Norway,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Norway,2023-10,Humanitarian,17.199337981845314,Assistance,other_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Norway,2023-10,Military,34.39867596369063,Assistance | Weapons,other_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Poland,2023-10,Financial,0.0,,frontline_adjacent,1,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Poland,2023-10,Humanitarian,0.0,,frontline_adjacent,1,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Poland,2023-10,Military,0.0,,frontline_adjacent,1,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Portugal,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Portugal,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Portugal,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Romania,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Romania,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Romania,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Slovakia,2023-10,Financial,0.0,,reluctant,0,1,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Slovakia,2023-10,Humanitarian,0.0,,reluctant,0,1,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Slovakia,2023-10,Military,0.0,,reluctant,0,1,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Slovenia,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Slovenia,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Slovenia,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
South Korea,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
South Korea,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
South Korea,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Spain,2023-10,Financial,0.0,,reluctant,0,1,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Spain,2023-10,Humanitarian,1.4201122319000243,Equipment,reluctant,0,1,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Spain,2023-10,Military,85.20673391400145,Weapons,reluctant,0,1,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Sweden,2023-10,Financial,0.0,,other_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Sweden,2023-10,Humanitarian,0.0,,other_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Sweden,2023-10,Military,188.88593592005603,Equipment,other_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Switzerland,2023-10,Financial,9.836369536092864,Grant,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Switzerland,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Switzerland,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Taiwan,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Taiwan,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Taiwan,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Turkiye,2023-10,Financial,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Turkiye,2023-10,Humanitarian,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Turkiye,2023-10,Military,0.0,,other,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
United Kingdom,2023-10,Financial,0.0,,major_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
United Kingdom,2023-10,Humanitarian,50.69219989484511,Assistance | Contribution,major_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
United Kingdom,2023-10,Military,0.0,,major_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
United States,2023-10,Financial,0.0,,major_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
United States,2023-10,Humanitarian,0.0,,major_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
United States,2023-10,Military,331.3595207766723,Weapons and equipment,major_western,0,0,2023,10,21,1,1,73.0,3.0,4.0,69.0,1172.0,1174.0,4443.0,2410.0,2346.0,0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0,71.0,1427.0
Australia,2023-11,Financial,0.0,,other_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Australia,2023-11,Humanitarian,0.0,,other_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Australia,2023-11,Military,0.0,,other_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Austria,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Austria,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Austria,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Belgium,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Belgium,2023-11,Humanitarian,2.5,Contribution,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Belgium,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Bulgaria,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Bulgaria,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Bulgaria,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Canada,2023-11,Financial,0.0,,other_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Canada,2023-11,Humanitarian,0.0,,other_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Canada,2023-11,Military,40.46411109237772,Weapons,other_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
China,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
China,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
China,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Croatia,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Croatia,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Croatia,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Cyprus,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Cyprus,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Cyprus,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Czechia,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Czechia,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Czechia,2023-11,Military,2.5,Funding for Weapon Acquisition Program,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Denmark,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Denmark,2023-11,Humanitarian,44.22247956610854,Contribution | Reconstruction,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Denmark,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Estonia,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Estonia,2023-11,Humanitarian,0.0,,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Estonia,2023-11,Military,0.0,,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Finland,2023-11,Financial,0.0,,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Finland,2023-11,Humanitarian,1.0,Assistance,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Finland,2023-11,Military,100.0,Weapons and equipment,frontline_adjacent,1,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
France,2023-11,Financial,0.0,,major_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
France,2023-11,Humanitarian,0.0,,major_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
France,2023-11,Military,0.0,,major_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Germany,2023-11,Financial,0.0,,major_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Germany,2023-11,Humanitarian,0.0,,major_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Germany,2023-11,Military,39.97606593769145,Weapons and equipment,major_western,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Greece,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Greece,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Greece,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Hungary,2023-11,Financial,0.0,,reluctant,0,1,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Hungary,2023-11,Humanitarian,0.0,,reluctant,0,1,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Hungary,2023-11,Military,0.0,,reluctant,0,1,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Iceland,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Iceland,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Iceland,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
India,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
India,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
India,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Ireland,2023-11,Financial,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Ireland,2023-11,Humanitarian,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Ireland,2023-11,Military,0.0,,other,0,0,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Italy,2023-11,Financial,0.0,,reluctant,0,1,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
Italy,2023-11,Humanitarian,0.0,,reluctant,0,1,2023,11,22,1,1,73.0,3.0,5.0,70.0,944.0,880.0,3259.0,1892.0,1824.0,0,73.0,2346.0,53.0,1838.0,53.0,1749.0,59.0,2615.0,54.0,1979.0,106.0,2081.0
