donor,year_month,aid_type_general,aid_eur_m,aid_type_specific,donor_group,frontline_flag,reluctant_flag,year,month_num,t,post_2022,winter
Lithuania,2022-09,Financial,0.0,,frontline_adjacent,1,0,2022,9,8,0,0
Lithuania,2022-09,Humanitarian,0.0,,frontline_adjacent,1,0,2022,9,8,0,0
Lithuania,2022-09,Military,8.821118906151854,Weapons,frontline_adjacent,1,0,2022,9,8,0,0
Luxembourg,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Luxembourg,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Luxembourg,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Malta,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Malta,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Malta,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Netherlands,2022-09,Financial,0.0,,other_western,0,0,2022,9,8,0,0
Netherlands,2022-09,Humanitarian,0.0,,other_western,0,0,2022,9,8,0,0
Netherlands,2022-09,Military,0.0,,other_western,0,0,2022,9,8,0,0
New Zealand,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
New Zealand,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
New Zealand,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Norway,2022-09,Financial,0.0,,other_western,0,0,2022,9,8,0,0
Norway,2022-09,Humanitarian,0.0,,other_western,0,0,2022,9,8,0,0
Norway,2022-09,Military,15.03911732443559,Weapons and equipment,other_western,0,0,2022,9,8,0,0
Poland,2022-09,Financial,0.0,,frontline_adjacent,1,0,2022,9,8,0,0
Poland,2022-09,Humanitarian,0.0,,frontline_adjacent,1,0,2022,9,8,0,0
Poland,2022-09,Military,0.0,,frontline_adjacent,1,0,2022,9,8,0,0
Portugal,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Portugal,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Portugal,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Romania,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Romania,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Romania,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Slovakia,2022-09,Financial,0.0,,reluctant,0,1,2022,9,8,0,0
Slovakia,2022-09,Humanitarian,0.0,,reluctant,0,1,2022,9,8,0,0
Slovakia,2022-09,Military,0.0,,reluctant,0,1,2022,9,8,0,0
Slovenia,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Slovenia,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Slovenia,2022-09,Military,27.37922279388479,Weapons,other,0,0,2022,9,8,0,0
South Korea,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
South Korea,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
South Korea,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Spain,2022-09,Financial,0.0,,reluctant,0,1,2022,9,8,0,0
Spain,2022-09,Humanitarian,0.0,,reluctant,0,1,2022,9,8,0,0
Spain,2022-09,Military,0.0,,reluctant,0,1,2022,9,8,0,0
Sweden,2022-09,Financial,0.0,,other_western,0,0,2022,9,8,0,0
Sweden,2022-09,Humanitarian,9.844733182487847,Equipment,other_western,0,0,2022,9,8,0,0
Sweden,2022-09,Military,0.0,,other_western,0,0,2022,9,8,0,0
Switzerland,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Switzerland,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Switzerland,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Taiwan,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Taiwan,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Taiwan,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
Turkiye,2022-09,Financial,0.0,,other,0,0,2022,9,8,0,0
Turkiye,2022-09,Humanitarian,0.0,,other,0,0,2022,9,8,0,0
Turkiye,2022-09,Military,0.0,,other,0,0,2022,9,8,0,0
United Kingdom,2022-09,Financial,504.85811192245376,Guarantee,major_western,0,0,2022,9,8,0,0
United Kingdom,2022-09,Humanitarian,0.0,,major_western,0,0,2022,9,8,0,0
United Kingdom,2022-09,Military,0.0,,major_western,0,0,2022,9,8,0,0
United States,2022-09,Financial,0.0,,major_western,0,0,2022,9,8,0,0
United States,2022-09,Humanitarian,36.0999025164882,Assistance,major_western,0,0,2022,9,8,0,0
United States,2022-09,Military,2398.076031631655,Funding for Weapon Acquisition Program | Weapons and Equipment,major_western,0,0,2022,9,8,0,0
Australia,2022-10,Financial,0.0,,other_western,0,0,2022,10,9,0,1
Australia,2022-10,Humanitarian,17.44894567746224,Assistance,other_western,0,0,2022,10,9,0,1
Australia,2022-10,Military,50.37826101706415,Weapons,other_western,0,0,2022,10,9,0,1
Austria,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Austria,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Austria,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Belgium,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Belgium,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Belgium,2022-10,Military,3.235699,Weapons and equipment,other,0,0,2022,10,9,0,1
Bulgaria,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Bulgaria,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Bulgaria,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Canada,2022-10,Financial,407.4932726553225,Guarantee | Loan,other_western,0,0,2022,10,9,0,1
Canada,2022-10,Humanitarian,0.0,,other_western,0,0,2022,10,9,0,1
Canada,2022-10,Military,34.87336762960032,Equipment | Weapons,other_western,0,0,2022,10,9,0,1
China,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
China,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
China,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Croatia,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Croatia,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Croatia,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Cyprus,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Cyprus,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Cyprus,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Czechia,2022-10,Financial,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Czechia,2022-10,Humanitarian,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Czechia,2022-10,Military,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Denmark,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Denmark,2022-10,Humanitarian,18.2,Consolidation,other,0,0,2022,10,9,0,1
Denmark,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Estonia,2022-10,Financial,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Estonia,2022-10,Humanitarian,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Estonia,2022-10,Military,5.0,Weapons and equipment,frontline_adjacent,1,0,2022,10,9,0,1
Finland,2022-10,Financial,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Finland,2022-10,Humanitarian,1.5740411274044168,Equipment,frontline_adjacent,1,0,2022,10,9,0,1
Finland,2022-10,Military,30.0,Assistance,frontline_adjacent,1,0,2022,10,9,0,1
France,2022-10,Financial,0.0,,major_western,0,0,2022,10,9,0,1
France,2022-10,Humanitarian,0.0,,major_western,0,0,2022,10,9,0,1
France,2022-10,Military,0.0,,major_western,0,0,2022,10,9,0,1
Germany,2022-10,Financial,0.0,,major_western,0,0,2022,10,9,0,1
Germany,2022-10,Humanitarian,0.8,Assistance,major_western,0,0,2022,10,9,0,1
Germany,2022-10,Military,128.34265787972913,Weapons | Weapons and equipment,major_western,0,0,2022,10,9,0,1
Greece,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Greece,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Greece,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Hungary,2022-10,Financial,0.0,,reluctant,0,1,2022,10,9,0,1
Hungary,2022-10,Humanitarian,0.0,,reluctant,0,1,2022,10,9,0,1
Hungary,2022-10,Military,0.0,,reluctant,0,1,2022,10,9,0,1
Iceland,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Iceland,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Iceland,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
India,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
India,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
India,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Ireland,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Ireland,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Ireland,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Italy,2022-10,Financial,0.0,,reluctant,0,1,2022,10,9,0,1
Italy,2022-10,Humanitarian,0.0,,reluctant,0,1,2022,10,9,0,1
Italy,2022-10,Military,166.20946759743558,Weapons,reluctant,0,1,2022,10,9,0,1
Japan,2022-10,Financial,0.0,,other_western,0,0,2022,10,9,0,1
Japan,2022-10,Humanitarian,0.0,,other_western,0,0,2022,10,9,0,1
Japan,2022-10,Military,0.0,,other_western,0,0,2022,10,9,0,1
Latvia,2022-10,Financial,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Latvia,2022-10,Humanitarian,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Latvia,2022-10,Military,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Lithuania,2022-10,Financial,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Lithuania,2022-10,Humanitarian,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Lithuania,2022-10,Military,12.262032326061622,Assistance | Training | Weapons and equipment,frontline_adjacent,1,0,2022,10,9,0,1
Luxembourg,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Luxembourg,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Luxembourg,2022-10,Military,21.447920500552073,Consolidation,other,0,0,2022,10,9,0,1
Malta,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Malta,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Malta,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Netherlands,2022-10,Financial,0.0,,other_western,0,0,2022,10,9,0,1
Netherlands,2022-10,Humanitarian,72.0,Contribution,other_western,0,0,2022,10,9,0,1
Netherlands,2022-10,Military,0.0,,other_western,0,0,2022,10,9,0,1
New Zealand,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
New Zealand,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
New Zealand,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Norway,2022-10,Financial,288.6866453099647,Grant,other_western,0,0,2022,10,9,0,1
Norway,2022-10,Humanitarian,0.0,,other_western,0,0,2022,10,9,0,1
Norway,2022-10,Military,30.666666,Weapons,other_western,0,0,2022,10,9,0,1
Poland,2022-10,Financial,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Poland,2022-10,Humanitarian,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Poland,2022-10,Military,0.0,,frontline_adjacent,1,0,2022,10,9,0,1
Portugal,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Portugal,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Portugal,2022-10,Military,35.72276690300912,Weapons and equipment,other,0,0,2022,10,9,0,1
Romania,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Romania,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Romania,2022-10,Military,0.4070970587237507,Funding for Weapon Acquisition Program,other,0,0,2022,10,9,0,1
Slovakia,2022-10,Financial,0.0,,reluctant,0,1,2022,10,9,0,1
Slovakia,2022-10,Humanitarian,0.0,,reluctant,0,1,2022,10,9,0,1
Slovakia,2022-10,Military,0.0,,reluctant,0,1,2022,10,9,0,1
Slovenia,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Slovenia,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Slovenia,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
South Korea,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
South Korea,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
South Korea,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Spain,2022-10,Financial,0.0,,reluctant,0,1,2022,10,9,0,1
Spain,2022-10,Humanitarian,0.0,,reluctant,0,1,2022,10,9,0,1
Spain,2022-10,Military,204.91799345591477,Weapons | Weapons and equipment,reluctant,0,1,2022,10,9,0,1
Sweden,2022-10,Financial,0.0,,other_western,0,0,2022,10,9,0,1
Sweden,2022-10,Humanitarian,0.0,,other_western,0,0,2022,10,9,0,1
Sweden,2022-10,Military,0.0,,other_western,0,0,2022,10,9,0,1
Switzerland,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Switzerland,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Switzerland,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Taiwan,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Taiwan,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Taiwan,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
Turkiye,2022-10,Financial,0.0,,other,0,0,2022,10,9,0,1
Turkiye,2022-10,Humanitarian,0.0,,other,0,0,2022,10,9,0,1
Turkiye,2022-10,Military,0.0,,other,0,0,2022,10,9,0,1
United Kingdom,2022-10,Financial,0.0,,major_western,0,0,2022,10,9,0,1
United Kingdom,2022-10,Humanitarian,3.6638735285137565,Equipment,major_western,0,0,2022,10,9,0,1
United Kingdom,2022-10,Military,471.119810527766,Equipment | Weapons,major_western,0,0,2022,10,9,0,1
United States,2022-10,Financial,0.0,,major_western,0,0,2022,10,9,0,1
United States,2022-10,Humanitarian,0.0,,major_western,0,0,2022,10,9,0,1
United States,2022-10,Military,1653.8318010652372,Weapons and equipment,major_western,0,0,2022,10,9,0,1
Australia,2022-11,Financial,0.0,,other_western,0,0,2022,11,10,0,1
Australia,2022-11,Humanitarian,0.0,,other_western,0,0,2022,11,10,0,1
Australia,2022-11,Military,0.0,,other_western,0,0,2022,11,10,0,1
Austria,2022-11,Financial,10.0,Grant,other,0,0,2022,11,10,0,1
Austria,2022-11,Humanitarian,15.320712215819775,Equipment,other,0,0,2022,11,10,0,1
Austria,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Belgium,2022-11,Financial,4.96,Grant,other,0,0,2022,11,10,0,1
Belgium,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Belgium,2022-11,Military,7.28528,Equipment | Weapons,other,0,0,2022,11,10,0,1
Bulgaria,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Bulgaria,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Bulgaria,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Canada,2022-11,Financial,0.0,,other_western,0,0,2022,11,10,0,1
Canada,2022-11,Humanitarian,7.294865078154532,Equipment,other_western,0,0,2022,11,10,0,1
Canada,2022-11,Military,754.2890490811786,Weapons | Weapons and equipment,other_western,0,0,2022,11,10,0,1
China,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
China,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
China,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Croatia,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Croatia,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Croatia,2022-11,Military,62.33253372104244,Weapons,other,0,0,2022,11,10,0,1
Cyprus,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Cyprus,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Cyprus,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Czechia,2022-11,Financial,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Czechia,2022-11,Humanitarian,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Czechia,2022-11,Military,0.0,Weapons,frontline_adjacent,1,0,2022,11,10,0,1
Denmark,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Denmark,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Denmark,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Estonia,2022-11,Financial,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Estonia,2022-11,Humanitarian,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Estonia,2022-11,Military,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Finland,2022-11,Financial,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Finland,2022-11,Humanitarian,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Finland,2022-11,Military,55.6,Weapons and equipment,frontline_adjacent,1,0,2022,11,10,0,1
France,2022-11,Financial,100.0,Loan,major_western,0,0,2022,11,10,0,1
France,2022-11,Humanitarian,2.0559123623259876,Equipment,major_western,0,0,2022,11,10,0,1
France,2022-11,Military,114.45439133553006,Weapons and equipment,major_western,0,0,2022,11,10,0,1
Germany,2022-11,Financial,0.0,,major_western,0,0,2022,11,10,0,1
Germany,2022-11,Humanitarian,46.748,Assistance | Contribution | Equipment,major_western,0,0,2022,11,10,0,1
Germany,2022-11,Military,207.11443958569228,Weapons and equipment,major_western,0,0,2022,11,10,0,1
Greece,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Greece,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Greece,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Hungary,2022-11,Financial,0.0,,reluctant,0,1,2022,11,10,0,1
Hungary,2022-11,Humanitarian,0.939307165961404,Reconstruction,reluctant,0,1,2022,11,10,0,1
Hungary,2022-11,Military,0.0,,reluctant,0,1,2022,11,10,0,1
Iceland,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Iceland,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Iceland,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
India,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
India,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
India,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Ireland,2022-11,Financial,25.0,Grant,other,0,0,2022,11,10,0,1
Ireland,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Ireland,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Italy,2022-11,Financial,0.0,,reluctant,0,1,2022,11,10,0,1
Italy,2022-11,Humanitarian,0.0,,reluctant,0,1,2022,11,10,0,1
Italy,2022-11,Military,0.0,,reluctant,0,1,2022,11,10,0,1
Japan,2022-11,Financial,0.0,,other_western,0,0,2022,11,10,0,1
Japan,2022-11,Humanitarian,2.519293492790561,Equipment,other_western,0,0,2022,11,10,0,1
Japan,2022-11,Military,0.0,,other_western,0,0,2022,11,10,0,1
Latvia,2022-11,Financial,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Latvia,2022-11,Humanitarian,0.55964,Equipment,frontline_adjacent,1,0,2022,11,10,0,1
Latvia,2022-11,Military,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Lithuania,2022-11,Financial,5.0,Grant,frontline_adjacent,1,0,2022,11,10,0,1
Lithuania,2022-11,Humanitarian,9.0,Assistance,frontline_adjacent,1,0,2022,11,10,0,1
Lithuania,2022-11,Military,74.6062433256772,Consolidation,frontline_adjacent,1,0,2022,11,10,0,1
Luxembourg,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Luxembourg,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Luxembourg,2022-11,Military,3.0,Consolidation,other,0,0,2022,11,10,0,1
Malta,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Malta,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Malta,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Netherlands,2022-11,Financial,0.0,,other_western,0,0,2022,11,10,0,1
Netherlands,2022-11,Humanitarian,108.0,Contribution,other_western,0,0,2022,11,10,0,1
Netherlands,2022-11,Military,407.52898178227446,Funding for Weapon Acquisition Program | Weapons | Weapons and equipment,other_western,0,0,2022,11,10,0,1
New Zealand,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
New Zealand,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
New Zealand,2022-11,Military,1.0993730602278162,Training,other,0,0,2022,11,10,0,1
Norway,2022-11,Financial,0.0,,other_western,0,0,2022,11,10,0,1
Norway,2022-11,Humanitarian,0.0,,other_western,0,0,2022,11,10,0,1
Norway,2022-11,Military,195.92269695178587,Equipment | Funding for Weapon Acquisition Program | Training,other_western,0,0,2022,11,10,0,1
Poland,2022-11,Financial,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Poland,2022-11,Humanitarian,257.2493634074442,Equipment,frontline_adjacent,1,0,2022,11,10,0,1
Poland,2022-11,Military,0.0,,frontline_adjacent,1,0,2022,11,10,0,1
Portugal,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Portugal,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Portugal,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Romania,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Romania,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Romania,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Slovakia,2022-11,Financial,0.0,,reluctant,0,1,2022,11,10,0,1
Slovakia,2022-11,Humanitarian,0.0,,reluctant,0,1,2022,11,10,0,1
Slovakia,2022-11,Military,0.0,,reluctant,0,1,2022,11,10,0,1
Slovenia,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Slovenia,2022-11,Humanitarian,0.133939,Assistance,other,0,0,2022,11,10,0,1
Slovenia,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
South Korea,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
South Korea,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
South Korea,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Spain,2022-11,Financial,0.0,,reluctant,0,1,2022,11,10,0,1
Spain,2022-11,Humanitarian,0.0,,reluctant,0,1,2022,11,10,0,1
Spain,2022-11,Military,70.21695632603283,Weapons,reluctant,0,1,2022,11,10,0,1
Sweden,2022-11,Financial,12.867878224750857,Grant,other_western,0,0,2022,11,10,0,1
Sweden,2022-11,Humanitarian,15.625280701483184,Contribution,other_western,0,0,2022,11,10,0,1
Sweden,2022-11,Military,275.74024767323266,Weapons and equipment,other_western,0,0,2022,11,10,0,1
Switzerland,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Switzerland,2022-11,Humanitarian,101.61005754824168,Assistance,other,0,0,2022,11,10,0,1
Switzerland,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Taiwan,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Taiwan,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Taiwan,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
Turkiye,2022-11,Financial,0.0,,other,0,0,2022,11,10,0,1
Turkiye,2022-11,Humanitarian,0.0,,other,0,0,2022,11,10,0,1
Turkiye,2022-11,Military,0.0,,other,0,0,2022,11,10,0,1
United Kingdom,2022-11,Financial,0.0,,major_western,0,0,2022,11,10,0,1
United Kingdom,2022-11,Humanitarian,11.508527295611174,Contribution,major_western,0,0,2022,11,10,0,1
United Kingdom,2022-11,Military,416.90937656452377,Weapons,major_western,0,0,2022,11,10,0,1
United States,2022-11,Financial,4411.214286987364,Grant,major_western,0,0,2022,11,10,0,1
United States,2022-11,Humanitarian,24.50674603881869,Assistance,major_western,0,0,2022,11,10,0,1
United States,2022-11,Military,1176.3238098632971,Funding for Weapon Acquisition Program | Weapons and equipment,major_western,0,0,2022,11,10,0,1
Australia,2022-12,Financial,0.0,,other_western,0,0,2022,12,11,0,1
Australia,2022-12,Humanitarian,0.0,,other_western,0,0,2022,12,11,0,1
Australia,2022-12,Military,0.0,,other_western,0,0,2022,12,11,0,1
Austria,2022-12,Financial,20.0,Grant,other,0,0,2022,12,11,0,1
Austria,2022-12,Humanitarian,5.0,Consolidation | Contribution,other,0,0,2022,12,11,0,1
Austria,2022-12,Military,0.0,,other,0,0,2022,12,11,0,1
Belgium,2022-12,Financial,0.0,,other,0,0,2022,12,11,0,1
Belgium,2022-12,Humanitarian,0.0,,other,0,0,2022,12,11,0,1
Belgium,2022-12,Military,1.4444,Equipment | Weapons,other,0,0,2022,12,11,0,1
Bulgaria,2022-12,Financial,0.0,,other,0,0,2022,12,11,0,1
Bulgaria,2022-12,Humanitarian,0.0,,other,0,0,2022,12,11,0,1
Bulgaria,2022-12,Military,196.84713294281607,Weapons,other,0,0,2022,12,11,0,1
Canada,2022-12,Financial,81.21781755222268,Grant,other_western,0,0,2022,12,11,0,1
Canada,2022-12,Humanitarian,79.97986428261538,Assistance,other_western,0,0,2022,12,11,0,1
Canada,2022-12,Military,0.0,,other_western,0,0,2022,12,11,0,1
China,2022-12,Financial,0.0,,other,0,0,2022,12,11,0,1
China,2022-12,Humanitarian,0.0,,other,0,0,2022,12,11,0,1
China,2022-12,Military,0.0,,other,0,0,2022,12,11,0,1
Croatia,2022-12,Financial,0.0,,other,0,0,2022,12,11,0,1
Croatia,2022-12,Humanitarian,3.0,Funding for Weapon Acquisition Program,other,0,0,2022,12,11,0,1
Croatia,2022-12,Military,0.0,,other,0,0,2022,12,11,0,1
Cyprus,2022-12,Financial,0.0,,other,0,0,2022,12,11,0,1
Cyprus,2022-12,Humanitarian,0.5,Consolidation | Equipment,other,0,0,2022,12,11,0,1
Cyprus,2022-12,Military,0.0,,other,0,0,2022,12,11,0,1
Czechia,2022-12,Financial,0.0,,frontline_adjacent,1,0,2022,12,11,0,1
Czechia,2022-12,Humanitarian,8.5,Assistance,frontline_adjacent,1,0,2022,12,11,0,1
Czechia,2022-12,Military,185.86275615179292,Equipment | Weapons,frontline_adjacent,1,0,2022,12,11,0,1
Denmark,2022-12,Financial,0.0,,other,0,0,2022,12,11,0,1
Denmark,2022-12,Humanitarian,25.6,Assistance,other,0,0,2022,12,11,0,1
Denmark,2022-12,Military,59.746848085802746,Consolidation | Funding for Weapon Acquisition Program,other,0,0,2022,12,11,0,1
Estonia,2022-12,Financial,0.0,,frontline_adjacent,1,0,2022,12,11,0,1
Estonia,2022-12,Humanitarian,0.0,,frontline_adjacent,1,0,2022,12,11,0,1
Estonia,2022-12,Military,0.0,Equipment,frontline_adjacent,1,0,2022,12,11,0,1
Finland,2022-12,Financial,0.0,,frontline_adjacent,1,0,2022,12,11,0,1
Finland,2022-12,Humanitarian,11.977160906617499,Assistance | Equipment,frontline_adjacent,1,0,2022,12,11,0,1
Finland,2022-12,Military,28.8,Weapons and equipment,frontline_adjacent,1,0,2022,12,11,0,1
France,2022-12,Financial,99.4,Loan,major_western,0,0,2022,12,11,0,1
France,2022-12,Humanitarian,173.2279497257741,Assistance | Equipment,major_western,0,0,2022,12,11,0,1
